Id_delta,depart_date_time,arrive_date_time,depart_airport,arrive_airport,flight_number,flight_cost_coach,flight_cost_business
10911,2022-12-29 22:40:00,2022-12-29 05:23:00,Salt Lake City (SLC),Kahului (OGG),DL316,731.9,959.36
10912,2022-12-29 09:30:00,2022-12-29 20:25:00,Paris (CDG),Salt Lake City (SLC),DL221,448.76,1608.19
10913,2022-12-28 21:00:00,2022-12-28 07:10:00,Seattle (SEA),Paris (CDG),DL80,482.21,1825.74
10914,2022-12-28 08:35:00,2022-12-28 17:45:00,Tokyo (HND),Seattle (SEA),DL166,576.53,2732.83
10915,2022-12-27 19:15:00,2022-12-27 06:10:00,Seattle (SEA),Tokyo (HND),DL167,503.55,1406.85
10916,2023-01-04 21:00:00,2023-01-04 06:55:00,Salt Lake City (SLC),Paris (CDG),DL220,541.13,2984.75
10917,2023-01-04 07:30:00,2023-01-04 13:23:00,Kahului (OGG),Salt Lake City (SLC),DL366,317.79,2611.1
10918,2023-01-03 22:40:00,2023-01-03 05:23:00,Salt Lake City (SLC),Kahului (OGG),DL316,472.66,2018.77
10919,2023-01-03 09:30:00,2023-01-03 20:30:00,Paris (CDG),Salt Lake City (SLC),DL221,734.27,2273.74
10920,2023-01-02 21:00:00,2023-01-02 07:10:00,Seattle (SEA),Paris (CDG),DL80,395.56,2975.26
10921,2023-01-02 08:35:00,2023-01-02 17:45:00,Tokyo (HND),Seattle (SEA),DL166,483.63,2211.77
10922,2023-01-01 17:35:00,2023-01-01 06:10:00,Los Angeles (LAX),Tokyo (HND),DL7,396.08,3467.71
10923,2023-01-01 08:45:00,2023-01-01 14:07:00,Honolulu (HNL),Los Angeles (LAX),DL658,488.47,1906.48
10924,2023-01-01 01:25:00,2023-01-01 07:15:00,Los Angeles (LAX),Honolulu (HNL),DL443,517.11,866.04
10925,2022-12-31 08:25:00,2022-12-31 18:40:00,Tokyo (HND),Los Angeles (LAX),DL8,525.27,1470.13
10926,2022-12-30 19:15:00,2022-12-30 06:10:00,Seattle (SEA),Tokyo (HND),DL167,561.28,1712.86
10927,2022-12-29 15:30:00,2022-12-29 01:50:00,London (LHR),Seattle (SEA),DL21,714.2,787.22
10928,2022-12-29 03:05:00,2022-12-29 12:50:00,Seattle (SEA),London (LHR),DL20,260.13,2509.03
10929,2022-12-28 10:15:00,2022-12-28 21:00:00,Paris (CDG),Seattle (SEA),DL81,739.43,967.01
10930,2022-12-28 00:35:00,2022-12-28 08:00:00,New York (JFK),Paris (CDG),DL262,647.17,3343.96
10931,2022-12-27 10:30:00,2022-12-27 19:05:00,Paris (CDG),New York (JFK),DL263,346.28,1901
10932,2022-12-26 20:55:00,2022-12-26 06:55:00,Salt Lake City (SLC),Paris (CDG),DL220,663.69,1201.12
10933,2023-01-04 22:45:00,2023-01-04 07:15:00,Atlanta (ATL),Amsterdam (AMS),DL72,437.14,3206.61
10934,2023-01-03 21:45:00,2023-01-03 10:40:00,Lagos (LOS),Atlanta (ATL),DL55,730.64,1321.66
10935,2023-01-02 22:45:00,2023-01-02 09:45:00,Atlanta (ATL),Lagos (LOS),DL54,620.47,2741.78
10936,2023-01-01 21:45:00,2023-01-01 10:40:00,Lagos (LOS),Atlanta (ATL),DL55,325.7,3488.19
10937,2022-12-31 22:45:00,2022-12-31 09:45:00,Atlanta (ATL),Lagos (LOS),DL54,406.92,2214.56
10938,2022-12-31 09:45:00,2022-12-31 19:55:00,Amsterdam (AMS),Atlanta (ATL),DL73,478.43,1285.26
10939,2022-12-30 21:55:00,2022-12-30 07:30:00,Seattle (SEA),Amsterdam (AMS),DL142,599.54,2625.14
10940,2022-12-30 09:30:00,2022-12-30 19:40:00,Amsterdam (AMS),Seattle (SEA),DL143,423.65,1684.94
10941,2022-12-29 22:45:00,2022-12-29 07:15:00,Atlanta (ATL),Amsterdam (AMS),DL72,626.36,1884.79
10942,2022-12-28 21:45:00,2022-12-28 10:35:00,Lagos (LOS),Atlanta (ATL),DL55,346.9,2458.05
10943,2022-12-27 22:45:00,2022-12-27 09:45:00,Atlanta (ATL),Lagos (LOS),DL54,301.18,2596.78
10944,2022-12-26 21:45:00,2022-12-26 10:35:00,Lagos (LOS),Atlanta (ATL),DL55,272.73,862.33
10945,2023-01-04 21:00:00,2023-01-04 07:10:00,Seattle (SEA),Paris (CDG),DL80,713.62,2975.25
10946,2023-01-04 08:35:00,2023-01-04 17:45:00,Tokyo (HND),Seattle (SEA),DL166,432.29,1760.03
10947,2023-01-03 17:35:00,2023-01-03 06:10:00,Los Angeles (LAX),Tokyo (HND),DL7,253.99,2741.65
10948,2023-01-03 08:45:00,2023-01-03 14:07:00,Honolulu (HNL),Los Angeles (LAX),DL658,407.53,2455.41
10949,2023-01-03 01:25:00,2023-01-03 07:15:00,Los Angeles (LAX),Honolulu (HNL),DL443,341.93,3450.47
10950,2023-01-02 08:25:00,2023-01-02 18:40:00,Tokyo (HND),Los Angeles (LAX),DL8,584.73,2546.92
10951,2023-01-01 19:15:00,2023-01-01 06:10:00,Seattle (SEA),Tokyo (HND),DL167,692.72,755.68
10952,2023-01-01 08:10:00,2023-01-01 13:57:00,Honolulu (HNL),Seattle (SEA),DL440,411.47,3311.77
10953,2022-12-31 23:55:00,2022-12-31 06:08:00,Seattle (SEA),Honolulu (HNL),DL693,666.5,2193.8
10954,2022-12-31 08:35:00,2022-12-31 17:45:00,Tokyo (HND),Seattle (SEA),DL166,603.56,1855.61
10955,2022-12-30 17:35:00,2022-12-30 06:10:00,Los Angeles (LAX),Tokyo (HND),DL7,528.91,2391.17
10956,2022-12-30 08:45:00,2022-12-30 14:07:00,Honolulu (HNL),Los Angeles (LAX),DL658,495.8,2993.75
10957,2022-12-30 01:25:00,2022-12-30 07:15:00,Los Angeles (LAX),Honolulu (HNL),DL443,326.24,1906.85
10958,2022-12-29 08:25:00,2022-12-29 18:40:00,Tokyo (HND),Los Angeles (LAX),DL8,387.51,3228.27
10959,2022-12-28 19:15:00,2022-12-28 06:10:00,Seattle (SEA),Tokyo (HND),DL167,621.4,1805.34
10960,2022-12-27 15:30:00,2022-12-27 01:50:00,London (LHR),Seattle (SEA),DL21,275.43,1258.29
10961,2022-12-27 03:05:00,2022-12-27 12:50:00,Seattle (SEA),London (LHR),DL20,571.49,2779.44
10962,2023-01-05 07:30:00,2023-01-05 13:23:00,Kahului (OGG),Salt Lake City (SLC),DL366,659.85,2455.42
10963,2023-01-04 22:40:00,2023-01-04 05:23:00,Salt Lake City (SLC),Kahului (OGG),DL316,722.46,3111.99
10964,2023-01-04 09:30:00,2023-01-04 20:30:00,Paris (CDG),Salt Lake City (SLC),DL221,458.82,3333.08
10965,2023-01-03 21:00:00,2023-01-03 06:55:00,Salt Lake City (SLC),Paris (CDG),DL220,651.6,1830.57
10966,2023-01-03 07:30:00,2023-01-03 13:23:00,Kahului (OGG),Salt Lake City (SLC),DL366,498.57,2274.11
10967,2023-01-02 22:40:00,2023-01-02 05:23:00,Salt Lake City (SLC),Kahului (OGG),DL316,634.95,2993.7
10968,2023-01-02 09:30:00,2023-01-02 20:30:00,Paris (CDG),Salt Lake City (SLC),DL221,617.85,2221.36
10969,2023-01-01 21:00:00,2023-01-01 07:10:00,Seattle (SEA),Paris (CDG),DL80,253.72,1140.48
10970,2022-12-31 08:10:00,2022-12-31 13:57:00,Honolulu (HNL),Seattle (SEA),DL440,255.56,1273.46
10971,2022-12-30 23:55:00,2022-12-30 06:08:00,Seattle (SEA),Honolulu (HNL),DL693,263.98,3112.01
10972,2022-12-30 11:05:00,2022-12-30 21:30:00,Seoul (ICN),Seattle (SEA),DL196,713.35,3480.91
10973,2022-12-29 19:15:00,2022-12-29 07:25:00,Seattle (SEA),Seoul (ICN),DL197,312.72,2986.66
10974,2022-12-29 05:50:00,2022-12-29 16:10:00,Seoul (ICN),Seattle (SEA),DL288,418.03,1980.05
10975,2022-12-29 01:50:00,2022-12-29 03:50:00,Shanghai (PVG),Seoul (ICN),DL288,577.24,2990.21
10976,2022-12-28 20:00:00,2022-12-28 22:10:00,Seoul (ICN),Shanghai (PVG),DL287,431.22,2374.6
10977,2022-12-28 06:35:00,2022-12-28 18:30:00,Seattle (SEA),Seoul (ICN),DL287,405.89,2052.85
10978,2022-12-27 09:30:00,2022-12-27 19:55:00,Amsterdam (AMS),Seattle (SEA),DL143,382.4,2455.26
10979,2022-12-26 22:45:00,2022-12-26 07:15:00,Atlanta (ATL),Amsterdam (AMS),DL72,530.53,2614.67
10980,2023-01-04 21:45:00,2023-01-04 10:40:00,Lagos (LOS),Atlanta (ATL),DL55,666.59,2656.5
10981,2023-01-03 22:45:00,2023-01-03 09:45:00,Atlanta (ATL),Lagos (LOS),DL54,454.62,1866.31
10982,2023-01-03 09:45:00,2023-01-03 19:55:00,Amsterdam (AMS),Atlanta (ATL),DL73,614.73,3141.16
10983,2023-01-03 01:30:00,2023-01-03 10:00:00,Minneapolis (MSP),Amsterdam (AMS),DL162,555.51,757.34
10984,2023-01-02 19:30:00,2023-01-02 22:50:00,Seattle (SEA),Minneapolis (MSP),DL9962,567.9,1643.61
10985,2023-01-01 09:40:00,2023-01-01 20:10:00,Amsterdam (AMS),Seattle (SEA),DL143,561.57,1643.54
10986,2022-12-31 22:45:00,2022-12-31 07:15:00,Atlanta (ATL),Amsterdam (AMS),DL72,556.34,2575.01
10987,2022-12-27 21:45:00,2022-12-27 10:35:00,Lagos (LOS),Atlanta (ATL),DL55,513.46,2409.6
10988,2022-12-26 22:45:00,2022-12-26 09:45:00,Atlanta (ATL),Lagos (LOS),DL54,349.12,3246.35
10989,2023-01-05 03:05:00,2023-01-05 12:50:00,Seattle (SEA),London (LHR),DL20,414.44,3246.35
10990,2023-01-04 10:15:00,2023-01-04 21:00:00,Paris (CDG),Seattle (SEA),DL81,614.74,962.37
10991,2023-01-03 21:00:00,2023-01-03 07:10:00,Seattle (SEA),Paris (CDG),DL80,546.15,3466.67
10992,2023-01-03 09:30:00,2023-01-03 20:00:00,Amsterdam (AMS),Seattle (SEA),DL143,321.53,1796
10993,2023-01-02 21:45:00,2023-01-02 04:55:00,New York (JFK),Amsterdam (AMS),DL46,555.6,1503.73
10994,2023-01-02 11:00:00,2023-01-02 19:30:00,Amsterdam (AMS),New York (JFK),DL49,336.37,911.51
10995,2023-01-01 21:40:00,2023-01-01 07:30:00,Seattle (SEA),Amsterdam (AMS),DL142,490.17,2044.91
10996,2023-01-01 08:35:00,2023-01-01 17:45:00,Tokyo (HND),Seattle (SEA),DL166,312.76,1229.34
10997,2022-12-31 19:15:00,2022-12-31 06:10:00,Seattle (SEA),Tokyo (HND),DL167,358.13,2976.97
10998,2022-12-31 05:50:00,2022-12-31 16:10:00,Seoul (ICN),Seattle (SEA),DL288,743.47,2083.11
10999,2022-12-31 01:50:00,2022-12-31 03:50:00,Shanghai (PVG),Seoul (ICN),DL288,669.59,2078.93
11000,2022-12-30 20:00:00,2022-12-30 22:10:00,Seoul (ICN),Shanghai (PVG),DL287,323.24,2895.47
11001,2022-12-30 06:35:00,2022-12-30 18:30:00,Seattle (SEA),Seoul (ICN),DL287,403.46,2359.65
11002,2022-12-29 09:50:00,2022-12-29 20:15:00,Amsterdam (AMS),Seattle (SEA),DL143,269.42,2506.85
11003,2022-12-28 22:45:00,2022-12-28 07:15:00,Atlanta (ATL),Amsterdam (AMS),DL72,552.32,2220.66
11004,2022-12-28 19:30:00,2022-12-28 21:50:00,Atlanta (ATL),New York (JFK),DL9977,727.33,2826.69
11005,2023-01-04 07:45:00,2023-01-04 20:00:00,Seattle (SEA),Seoul (ICN),DL251,297.87,3347.96
11006,2023-01-03 10:15:00,2023-01-03 21:00:00,Paris (CDG),Seattle (SEA),DL81,588.31,3246.2
11007,2023-01-02 21:00:00,2023-01-02 06:55:00,Salt Lake City (SLC),Paris (CDG),DL220,659.64,1105.42
11008,2023-01-02 07:30:00,2023-01-02 13:23:00,Kahului (OGG),Salt Lake City (SLC),DL366,444.62,1831.37
11009,2023-01-01 22:40:00,2023-01-01 05:23:00,Salt Lake City (SLC),Kahului (OGG),DL316,427.68,1239.81
11010,2023-01-01 09:30:00,2023-01-01 20:30:00,Paris (CDG),Salt Lake City (SLC),DL221,576.71,2655.64
11011,2022-12-31 20:55:00,2022-12-31 06:55:00,Salt Lake City (SLC),Paris (CDG),DL220,433.32,3277.62
11012,2022-12-31 07:30:00,2022-12-31 13:23:00,Kahului (OGG),Salt Lake City (SLC),DL366,695.22,1624.03
11013,2022-12-30 22:40:00,2022-12-30 05:23:00,Salt Lake City (SLC),Kahului (OGG),DL316,428.41,2003.4
11014,2022-12-30 09:30:00,2022-12-30 20:25:00,Paris (CDG),Salt Lake City (SLC),DL221,599.22,2102.71
11015,2022-12-29 20:55:00,2022-12-29 06:55:00,Salt Lake City (SLC),Paris (CDG),DL220,634.6,1794.27
11016,2022-12-29 07:30:00,2022-12-29 13:23:00,Kahului (OGG),Salt Lake City (SLC),DL366,490.21,1725.51
11017,2022-12-28 22:40:00,2022-12-28 05:23:00,Salt Lake City (SLC),Kahului (OGG),DL316,488.16,1311.55
11018,2022-12-28 09:30:00,2022-12-28 20:25:00,Paris (CDG),Salt Lake City (SLC),DL221,623.52,3466.63
11019,2022-12-27 20:55:00,2022-12-27 06:55:00,Salt Lake City (SLC),Paris (CDG),DL220,649.71,790.56
11020,2022-12-27 07:30:00,2022-12-27 13:23:00,Kahului (OGG),Salt Lake City (SLC),DL366,363.25,2428.38
11021,2022-12-26 22:40:00,2022-12-26 05:23:00,Salt Lake City (SLC),Kahului (OGG),DL316,281.29,1409.92
11022,2023-01-05 04:00:00,2023-01-05 05:04:00,Salt Lake City (SLC),Pocatello (PIH),DL4333,442.27,2747.74
11023,2023-01-04 22:30:00,2023-01-04 23:53:00,Salt Lake City (SLC),Butte (BTM),DL4230,718.91,2390.33
11024,2023-01-04 16:25:00,2023-01-04 18:03:00,Salt Lake City (SLC),Butte (BTM),DL4322,613.17,2620.21
11025,2023-01-04 04:10:00,2023-01-04 05:24:00,Salt Lake City (SLC),Casper (CPR),DL4269,495.78,1172.9
11026,2023-01-02 22:32:00,2023-01-02 23:33:00,Cedar City (CDC),Salt Lake City (SLC),DL4288,340.03,2796.93
11027,2023-01-02 20:55:00,2023-01-02 21:56:00,Salt Lake City (SLC),Cedar City (CDC),DL4321,716.92,1651.16
11028,2023-01-02 18:37:00,2023-01-02 19:38:00,Cedar City (CDC),Salt Lake City (SLC),DL4289,432.67,1229.87
11029,2023-01-02 16:40:00,2023-01-02 17:54:00,Salt Lake City (SLC),Cedar City (CDC),DL4289,604.64,1284.09
11030,2023-01-02 13:30:00,2023-01-02 14:29:00,Pocatello (PIH),Salt Lake City (SLC),DL4248,389.58,2829.34
11031,2023-01-02 04:00:00,2023-01-02 05:04:00,Salt Lake City (SLC),Pocatello (PIH),DL4333,473.07,1063.27
11032,2023-01-02 01:15:00,2023-01-02 02:43:00,Butte (BTM),Salt Lake City (SLC),DL4230,486,2535.66
11033,2023-01-01 22:30:00,2023-01-01 23:53:00,Salt Lake City (SLC),Butte (BTM),DL4230,285.45,2652.71
11034,2023-01-01 16:30:00,2023-01-01 17:38:00,Pocatello (PIH),Salt Lake City (SLC),DL4248,664.75,1465.8
11035,2022-12-31 22:30:00,2022-12-31 23:31:00,Salt Lake City (SLC),Pocatello (PIH),DL4333,556.22,964.82
11036,2022-12-31 18:00:00,2022-12-31 19:13:00,Salt Lake City (SLC),Elko (EKO),DL4238,532.09,2736.75
11037,2022-12-31 13:30:00,2022-12-31 14:29:00,Pocatello (PIH),Salt Lake City (SLC),DL4248,251.15,956.4
11038,2022-12-31 04:00:00,2022-12-31 05:04:00,Salt Lake City (SLC),Pocatello (PIH),DL4333,637.27,3498.68
11039,2022-12-31 01:15:00,2022-12-31 02:43:00,Butte (BTM),Salt Lake City (SLC),DL4230,366.44,1746.62
11040,2022-12-30 22:30:00,2022-12-30 23:53:00,Salt Lake City (SLC),Butte (BTM),DL4230,526.74,2759.68
11041,2022-12-30 18:38:00,2022-12-30 20:05:00,Butte (BTM),Salt Lake City (SLC),DL4323,452.62,785.95
11042,2022-12-30 16:25:00,2022-12-30 18:03:00,Salt Lake City (SLC),Butte (BTM),DL4322,346.68,3391.9
11043,2022-12-30 13:10:00,2022-12-30 14:18:00,Twin Falls (TWF),Salt Lake City (SLC),DL4256,747.26,1048.55
11044,2022-12-30 04:05:00,2022-12-30 05:04:00,Salt Lake City (SLC),Twin Falls (TWF),DL4234,651.61,2296.06
11045,2022-12-30 02:05:00,2022-12-30 03:15:00,Elko (EKO),Salt Lake City (SLC),DL4332,256.37,3019.64
11046,2022-12-30 02:01:00,2022-12-30 02:44:00,Elko (EKO),Salt Lake City (SLC),OO4238,498.48,862.73
11047,2022-12-30 00:21:00,2022-12-30 01:30:00,Salt Lake City (SLC),Elko (EKO),DL4238,310.76,1160.33
11048,2022-12-29 22:27:00,2022-12-29 23:35:00,Twin Falls (TWF),Salt Lake City (SLC),DL4231,523.2,1789.28
11049,2022-12-29 20:55:00,2022-12-29 21:52:00,Salt Lake City (SLC),Twin Falls (TWF),DL4231,704.24,1532.48
11050,2022-12-29 18:38:00,2022-12-29 20:05:00,Butte (BTM),Salt Lake City (SLC),DL4323,602.11,2168.71
11051,2022-12-29 16:25:00,2022-12-29 18:03:00,Salt Lake City (SLC),Butte (BTM),DL4322,445.45,807.68
11052,2022-12-26 22:32:00,2022-12-26 23:33:00,Cedar City (CDC),Salt Lake City (SLC),DL4288,499.46,2058.58
11053,2023-01-03 17:05:00,2023-01-03 18:31:00,Iron Mountain (IMT),Minneapolis (MSP),DL4334,553.83,2042.04
11054,2023-01-03 15:33:00,2023-01-03 16:18:00,Escanaba (ESC),Iron Mountain (IMT),DL4334,731.22,2195.84
11055,2023-01-03 13:25:00,2023-01-03 15:03:00,Detroit (DTW),Escanaba (ESC),DL4334,328.98,1171.17
11056,2023-01-03 00:24:00,2023-01-03 01:47:00,Pellston (PLN),Detroit (DTW),DL4237,372.05,2102.75
11057,2023-01-02 23:05:00,2023-01-02 23:54:00,Alpena (APN),Pellston (PLN),DL4237,488.67,1084.56
11058,2023-01-02 21:29:00,2023-01-02 22:35:00,Detroit (DTW),Alpena (APN),DL4237,454.37,2032.34
11059,2023-01-02 18:42:00,2023-01-02 19:51:00,Alpena (APN),Detroit (DTW),DL4236,395.28,3405.41
11060,2023-01-02 17:24:00,2023-01-02 18:12:00,Pellston (PLN),Alpena (APN),DL4236,334.34,2046.36
11061,2023-01-02 15:45:00,2023-01-02 16:54:00,Detroit (DTW),Pellston (PLN),DL4236,274.31,2601.24
11062,2022-12-30 20:52:00,2022-12-30 22:21:00,Sault Sainte Marie (CIU),Detroit (DTW),DL4324,549.88,2276.07
11063,2022-12-30 18:45:00,2022-12-30 20:20:00,Minneapolis (MSP),Sault Sainte Marie (CIU),DL4244,482.03,1435.43
11064,2023-01-04 13:00:00,2023-01-04 14:18:00,Aberdeen (ABR),Minneapolis (MSP),DL4299,298.34,3220.47
11065,2023-01-04 03:52:00,2023-01-04 05:17:00,Minneapolis (MSP),Aberdeen (ABR),DL4273,731.9,1424.77
11066,2023-01-04 00:57:00,2023-01-04 02:57:00,Sault Sainte Marie (CIU),Minneapolis (MSP),DL4241,334.33,2941.11
11067,2023-01-03 23:06:00,2023-01-03 00:25:00,Detroit (DTW),Sault Sainte Marie (CIU),DL4272,607.69,1032.15
11068,2023-01-03 18:42:00,2023-01-03 19:51:00,Alpena (APN),Detroit (DTW),DL4236,583.95,1549.83
11069,2023-01-03 17:24:00,2023-01-03 18:12:00,Pellston (PLN),Alpena (APN),DL4236,283.24,1229.83
11070,2023-01-03 15:45:00,2023-01-03 16:54:00,Detroit (DTW),Pellston (PLN),DL4236,396.07,1854.23
11071,2023-01-02 22:48:00,2023-01-02 00:11:00,Escanaba (ESC),Detroit (DTW),DL4335,272.24,1463.09
11072,2023-01-02 21:33:00,2023-01-02 22:18:00,Iron Mountain (IMT),Escanaba (ESC),DL4335,320.94,2182.51
11073,2023-01-02 19:46:00,2023-01-02 21:03:00,Minneapolis (MSP),Iron Mountain (IMT),DL4335,378.72,2942.29
11074,2023-01-02 16:59:00,2023-01-02 18:12:00,Bemidji (BJI),Minneapolis (MSP),DL4278,679.88,1241.07
11075,2023-01-02 15:03:00,2023-01-02 16:29:00,Minneapolis (MSP),Bemidji (BJI),DL4278,505.28,2338.21
11076,2023-01-01 18:53:00,2023-01-01 20:04:00,Bemidji (BJI),Minneapolis (MSP),DL4278,293.56,1795.98
11077,2023-01-01 17:00:00,2023-01-01 18:19:00,Minneapolis (MSP),Bemidji (BJI),DL4278,495.14,1930.37
11078,2023-01-01 14:13:00,2023-01-01 15:30:00,Aberdeen (ABR),Minneapolis (MSP),DL4299,561.32,1910.78
11079,2023-01-01 00:30:00,2023-01-01 01:52:00,Minneapolis (MSP),Aberdeen (ABR),DL4273,322.54,1922.49
11080,2022-12-31 20:47:00,2022-12-31 22:14:00,International Falls (INL),Minneapolis (MSP),DL4284,476.08,3472.69
11081,2022-12-31 18:45:00,2022-12-31 20:11:00,Minneapolis (MSP),International Falls (INL),DL4328,498.82,1549.82
11082,2022-12-31 16:46:00,2022-12-31 17:57:00,Brainerd (BRD),Minneapolis (MSP),DL4287,748.98,1271.27
11083,2022-12-31 15:00:00,2022-12-31 16:12:00,Minneapolis (MSP),Brainerd (BRD),DL4242,463.99,2136.39
11084,2022-12-31 13:01:00,2022-12-31 14:04:00,Hibbing (HIB),Minneapolis (MSP),DL4232,683.02,1691.3
11085,2022-12-31 03:52:00,2022-12-31 04:55:00,Minneapolis (MSP),Hibbing (HIB),DL4257,439.58,1465.79
11086,2022-12-31 01:06:00,2022-12-31 02:23:00,Bemidji (BJI),Minneapolis (MSP),DL4280,576.51,2429.07
11087,2022-12-30 23:10:00,2022-12-30 00:36:00,Minneapolis (MSP),Bemidji (BJI),DL4280,432.29,2577.85
11088,2022-12-30 20:58:00,2022-12-30 22:24:00,International Falls (INL),Minneapolis (MSP),DL4284,439.54,1602.5
11089,2022-12-30 18:57:00,2022-12-30 20:22:00,Minneapolis (MSP),International Falls (INL),DL4328,567.98,1239.53
11090,2022-12-30 16:59:00,2022-12-30 18:12:00,Bemidji (BJI),Minneapolis (MSP),DL4278,405.89,2494.4
11091,2022-12-30 15:03:00,2022-12-30 16:29:00,Minneapolis (MSP),Bemidji (BJI),DL4278,688.65,2402.72
11092,2022-12-30 13:00:00,2022-12-30 14:18:00,Aberdeen (ABR),Minneapolis (MSP),DL4299,448.29,1382.21
11093,2022-12-30 03:52:00,2022-12-30 05:17:00,Minneapolis (MSP),Aberdeen (ABR),DL4273,337.42,3048.65
11094,2022-12-30 01:07:00,2022-12-30 03:07:00,Sault Sainte Marie (CIU),Minneapolis (MSP),DL4241,399.87,1596.73
11095,2022-12-29 23:11:00,2022-12-29 00:30:00,Detroit (DTW),Sault Sainte Marie (CIU),DL4272,415.59,2161.23
11096,2022-12-29 00:24:00,2022-12-29 01:47:00,Pellston (PLN),Detroit (DTW),DL4237,315.01,756.76
11097,2022-12-28 23:05:00,2022-12-28 23:54:00,Alpena (APN),Pellston (PLN),DL4237,582.73,3054.39
11098,2022-12-28 21:29:00,2022-12-28 22:35:00,Detroit (DTW),Alpena (APN),DL4237,749.15,849.02
11099,2022-12-28 18:42:00,2022-12-28 19:51:00,Alpena (APN),Detroit (DTW),DL4236,344.52,1583.7
11100,2022-12-28 17:24:00,2022-12-28 18:12:00,Pellston (PLN),Alpena (APN),DL4236,312.73,2098.18
11101,2022-12-28 15:45:00,2022-12-28 16:54:00,Detroit (DTW),Pellston (PLN),DL4236,637.37,1697.8
11102,2022-12-27 00:24:00,2022-12-27 01:47:00,Pellston (PLN),Detroit (DTW),DL4237,375.26,2832.74
11103,2022-12-26 23:05:00,2022-12-26 23:54:00,Alpena (APN),Pellston (PLN),DL4237,614.74,2759.34
11104,2022-12-26 21:29:00,2022-12-26 22:35:00,Detroit (DTW),Alpena (APN),DL4237,326.19,2224.98
11105,2022-12-26 18:42:00,2022-12-26 19:51:00,Alpena (APN),Detroit (DTW),DL4236,403.46,3048.65
11106,2023-01-03 16:00:00,2023-01-03 17:59:00,Minneapolis (MSP),Williston (XWA),DL4260,298.63,3372.73
11107,2023-01-03 13:01:00,2023-01-03 14:04:00,Hibbing (HIB),Minneapolis (MSP),DL4232,643.93,2207.28
11108,2023-01-03 03:57:00,2023-01-03 05:00:00,Minneapolis (MSP),Hibbing (HIB),DL4257,718.7,1991.22
11109,2023-01-03 00:57:00,2023-01-03 02:57:00,Sault Sainte Marie (CIU),Minneapolis (MSP),DL4241,322.5,2289.94
11110,2023-01-02 23:06:00,2023-01-02 00:25:00,Detroit (DTW),Sault Sainte Marie (CIU),DL4272,715.42,2302.1
11111,2022-12-30 18:00:00,2022-12-30 19:20:00,Clarksburg (CKB),Detroit (DTW),DL4604,508.08,2941.11
11112,2023-01-05 03:15:00,2023-01-05 04:28:00,Minneapolis (MSP),Bemidji (BJI),DL4280,302.48,3424.03
11113,2023-01-04 19:46:00,2023-01-04 21:03:00,Minneapolis (MSP),Iron Mountain (IMT),DL4335,279.06,2450.73
11114,2023-01-03 21:33:00,2023-01-03 22:18:00,Iron Mountain (IMT),Escanaba (ESC),DL4335,683.86,2410.56
11115,2023-01-03 19:46:00,2023-01-03 21:03:00,Minneapolis (MSP),Iron Mountain (IMT),DL4335,341.57,1805.36
11116,2023-01-03 16:59:00,2023-01-03 18:12:00,Bemidji (BJI),Minneapolis (MSP),DL4278,329.5,2034.05
11117,2023-01-03 15:03:00,2023-01-03 16:22:00,Minneapolis (MSP),Bemidji (BJI),DL4278,277.84,2672.05
11118,2023-01-02 16:35:00,2023-01-02 17:52:00,Rhinelander (RHI),Minneapolis (MSP),DL4291,273.19,2405.22
11119,2023-01-02 14:50:00,2023-01-02 15:58:00,Minneapolis (MSP),Rhinelander (RHI),DL4305,686.6,2663.55
11120,2023-01-02 13:00:00,2023-01-02 14:18:00,Aberdeen (ABR),Minneapolis (MSP),DL4299,258.43,1013.32
11121,2023-01-02 03:52:00,2023-01-02 05:17:00,Minneapolis (MSP),Aberdeen (ABR),DL4273,646.68,1258.01
11122,2022-12-27 16:48:00,2022-12-27 17:59:00,Brainerd (BRD),Minneapolis (MSP),DL4287,609.11,3304.8
11123,2022-12-27 15:00:00,2022-12-27 16:12:00,Minneapolis (MSP),Brainerd (BRD),DL4242,277.79,1588.13
11124,2022-12-27 13:00:00,2022-12-27 14:18:00,Aberdeen (ABR),Minneapolis (MSP),DL4299,348.58,1878.37
11125,2022-12-27 03:52:00,2022-12-27 05:17:00,Minneapolis (MSP),Aberdeen (ABR),DL4273,555,2323.28
11126,2022-12-27 01:07:00,2022-12-27 03:07:00,Sault Sainte Marie (CIU),Minneapolis (MSP),DL4241,536.13,2289.94
11127,2022-12-26 23:00:00,2022-12-26 00:32:00,Minneapolis (MSP),Sault Sainte Marie (CIU),DL4244,285.76,860.9
11128,2022-12-26 20:47:00,2022-12-26 22:00:00,Bemidji (BJI),Minneapolis (MSP),DL4280,473.07,1697.77
11129,2023-01-05 01:15:00,2023-01-05 02:43:00,Butte (BTM),Salt Lake City (SLC),DL4230,470.14,2802.86
11130,2023-01-04 18:38:00,2023-01-04 20:05:00,Butte (BTM),Salt Lake City (SLC),DL4323,391.68,1140.46
11131,2023-01-04 13:00:00,2023-01-04 14:29:00,Casper (CPR),Salt Lake City (SLC),DL4311,423.58,1376.33
11132,2023-01-03 13:00:00,2023-01-03 14:29:00,Casper (CPR),Salt Lake City (SLC),DL4311,733.28,899.06
11133,2023-01-03 04:10:00,2023-01-03 05:24:00,Salt Lake City (SLC),Casper (CPR),DL4269,584.71,1033.7
