Id_delta	depart_date_time	arrive_date_time	depart_airport	arrive_airport	flight_number	flight_cost_coach	flight_cost_business	flight_cost_first	org_dest_code
25275	2023-01-02 16:20:00	2023-01-02 22:50:00	Phoenix (PHX)	Kahului (OGG)	WN1707	643.71	722.82	3032.9	
25276	2023-01-02 12:30:00	2023-01-02 15:10:00	Dallas (DAL)	Phoenix (PHX)	WN947	1146.98	2097.72	2631.27	DAL_PHX
25277	2023-01-02 01:40:00	2023-01-02 04:00:00	Atlanta (ATL)	Dallas (DAL)	WN2072	202.99	1130.1	3204.3	ATL_DAL
25278	2023-01-01 22:50:00	2023-01-01 00:55:00	Austin (AUS)	Atlanta (ATL)	WN508	970.44	3430.52	3548.26	AUS_ATL
25279	2023-01-01 19:15:00	2023-01-01 22:05:00	Orlando (MCO)	Austin (AUS)	WN3283	244.23	3316.11	4275.86	
25280	2023-01-01 16:15:00	2023-01-01 18:25:00	Houston (HOU)	Orlando (MCO)	WN2656	223.66	3779.56	7003.27	HOU_MCO
25281	2023-01-01 14:30:00	2023-01-01 15:25:00	Austin (AUS)	Houston (HOU)	WN2656	476.03	3654.92	3956.8	AUS_HOU
25282	2023-01-01 11:25:00	2023-01-01 13:40:00	St. Louis (STL)	Austin (AUS)	WN2656	151.44	2808.01	8323.23	
25283	2023-01-01 03:50:00	2023-01-01 04:55:00	Chicago (MDW)	St. Louis (STL)	WN2283	421.88	3547.73	6348.68	MDW_STL
25284	2022-12-31 23:30:00	2022-12-31 03:00:00	Las Vegas (LAS)	Chicago (MDW)	WN3229	162.3	3449.98	2522.78	LAS_MDW
25285	2022-12-31 21:30:00	2022-12-31 22:40:00	Phoenix (PHX)	Las Vegas (LAS)	WN3229	693.43	1457.01	4523.46	
25286	2022-12-31 17:10:00	2022-12-31 20:45:00	New Orleans (MSY)	Phoenix (PHX)	WN3229	973.62	2682.75	2875.61	
25287	2022-12-31 13:15:00	2022-12-31 16:20:00	Baltimore (BWI)	New Orleans (MSY)	WN3229	336.26	1714.42	4625.09	BWI_MSY
25288	2022-12-31 10:40:00	2022-12-31 12:10:00	Charlotte (CLT)	Baltimore (BWI)	WN588	792.82	2648.84	3285.5	CLT_BWI
25289	2022-12-31 02:05:00	2022-12-31 03:50:00	Chicago (MDW)	Charlotte (CLT)	WN210	586.61	774.12	6533.01	MDW_CLT
25290	2022-12-30 23:25:00	2022-12-30 01:10:00	Birmingham (BHM)	Chicago (MDW)	WN1723	981.45	2677.97	8396.84	BHM_MDW
25291	2022-12-30 20:55:00	2022-12-30 22:35:00	Chicago (MDW)	Birmingham (BHM)	WN2943	650.91	1633.49	3916.56	MDW_BHM
25292	2022-12-30 17:45:00	2022-12-30 20:05:00	New Orleans (MSY)	Chicago (MDW)	WN3380	1174	2990.72	2527.63	
25293	2022-12-30 14:50:00	2022-12-30 17:00:00	Fort Lauderdale (FLL)	New Orleans (MSY)	WN3380	488.08	2361.22	8230.14	FLL_MSY
25294	2022-12-30 11:15:00	2022-12-30 14:00:00	Baltimore (BWI)	Fort Lauderdale (FLL)	WN3380	764.36	2126.52	6105.23	BWI_FLL
25295	2022-12-30 01:15:00	2022-12-30 02:40:00	Charleston (CHS)	Baltimore (BWI)	WN2105	555.95	1538.83	6781.65	CHS_BWI
25296	2022-12-29 21:10:00	2022-12-29 00:20:00	Denver (DEN)	Charleston (CHS)	WN2105	225.49	2885.02	3036.16	DEN_CHS
25297	2022-12-29 16:10:00	2022-12-29 20:20:00	Baltimore (BWI)	Denver (DEN)	WN3426	1044.99	1156.91	2659.33	BWI_DEN
25298	2022-12-29 10:05:00	2022-12-29 14:25:00	San Juan (SJU)	Baltimore (BWI)	WN2549	965.98	2076.47	3746.27	
25299	2023-01-05 00:50:00	2023-01-05 03:15:00	Nashville (BNA)	Austin (AUS)	WN1497	812.71	2571.82	3847.62	
25300	2023-01-04 21:10:00	2023-01-04 00:05:00	Boston (BOS)	Nashville (BNA)	WN1497	268.3	1172.39	7157.11	BOS_BNA
25301	2023-01-04 18:55:00	2023-01-04 20:25:00	Baltimore (BWI)	Boston (BOS)	WN3517	264.72	2413.74	5234.69	BWI_BOS
25302	2023-01-04 16:00:00	2023-01-04 18:10:00	Orlando (MCO)	Baltimore (BWI)	WN3517	724.62	1949.17	6973.02	
25303	2023-01-04 12:25:00	2023-01-04 15:10:00	Kansas City (MCI)	Orlando (MCO)	WN206	1026.13	3754.11	7549.33	MCI_MCO
25304	2023-01-04 03:30:00	2023-01-04 05:20:00	Houston (HOU)	Kansas City (MCI)	WN2479	441.38	2609.57	6813.36	HOU_MCI
25305	2023-01-04 01:30:00	2023-01-04 02:25:00	San Antonio (SAT)	Houston (HOU)	WN1454	219.48	1792.38	2597.93	
25306	2023-01-03 22:15:00	2023-01-03 00:45:00	Las Vegas (LAS)	San Antonio (SAT)	WN1454	1094.67	1338.87	5807.96	LAS_SAT
25307	2023-01-03 19:55:00	2023-01-03 21:10:00	Reno (RNO)	Las Vegas (LAS)	WN2441	811.42	4029.65	3060.5	
25308	2023-01-03 17:25:00	2023-01-03 19:00:00	San Diego (SAN)	Reno (RNO)	WN2340	532.52	2759.88	7251.59	
25309	2023-01-03 12:00:00	2023-01-03 16:40:00	Chicago (MDW)	San Diego (SAN)	WN2340	304.77	3884.13	3609.28	MDW_SAN
25310	2023-01-03 00:35:00	2023-01-03 03:25:00	Sarasota (SRQ)	Chicago (MDW)	WN139	367.47	1592.59	6018.99	
25311	2023-01-02 21:40:00	2023-01-02 23:45:00	Houston (HOU)	Sarasota (SRQ)	WN1226	1108.08	1645.86	6729.36	HOU_SRQ
25312	2023-01-02 19:50:00	2023-01-02 20:50:00	Austin (AUS)	Houston (HOU)	WN1226	750.6	1309.24	4339.44	AUS_HOU
25313	2023-01-02 16:15:00	2023-01-02 19:00:00	Ontario (ONT)	Austin (AUS)	WN1226	641.01	2297.67	7830.54	
25314	2023-01-02 13:55:00	2023-01-02 15:20:00	Sacramento (SMF)	Ontario (ONT)	WN1226	889.11	2676.48	7086.41	
25315	2023-01-02 01:40:00	2023-01-02 07:00:00	Honolulu (HNL)	Sacramento (SMF)	WN596	666.86	2930.04	3253.01	HNL_SMF
25316	2023-01-01 23:30:00	2023-01-01 00:20:00	Kailua-Kona (KOA)	Honolulu (HNL)	WN1486	1145.96	1929.92	7709.92	KOA_HNL
25317	2023-01-01 21:50:00	2023-01-01 22:45:00	Honolulu (HNL)	Kailua-Kona (KOA)	WN1485	651.87	3704.56	3326.79	HNL_KOA
25318	2023-01-01 15:10:00	2023-01-01 21:05:00	Los Angeles (LAX)	Honolulu (HNL)	WN1485	1188.21	1975.05	2822.67	
25319	2022-12-31 22:10:00	2022-12-31 03:45:00	Honolulu (HNL)	Los Angeles (LAX)	WN3845	954.66	3481.28	7249.6	HNL_LAX
25320	2022-12-31 15:15:00	2022-12-31 20:55:00	San Jose (SJC)	Honolulu (HNL)	WN2490	781.73	993.42	4539.76	
25321	2022-12-31 00:30:00	2022-12-31 05:45:00	Honolulu (HNL)	San Jose (SJC)	WN1169	529.33	2843.44	8037.52	HNL_SJC
25322	2022-12-30 22:15:00	2022-12-30 23:15:00	Hilo (ITO)	Honolulu (HNL)	WN1168	1058.26	3428.08	5835.77	ITO_HNL
25323	2022-12-30 20:25:00	2022-12-30 21:25:00	Honolulu (HNL)	Hilo (ITO)	WN1167	837.99	1036.95	4216.56	HNL_ITO
25324	2022-12-30 18:40:00	2022-12-30 19:35:00	Hilo (ITO)	Honolulu (HNL)	WN1166	811.57	3100.1	8463.52	ITO_HNL
25325	2022-12-30 16:55:00	2022-12-30 17:55:00	Honolulu (HNL)	Hilo (ITO)	WN1165	157.19	3239.21	3884.78	HNL_ITO
25326	2022-12-30 04:00:00	2022-12-30 04:40:00	Kahului (OGG)	Honolulu (HNL)	WN2681	364.95	1890.32	7832.36	OGG_HNL
25327	2022-12-30 01:45:00	2022-12-30 02:30:00	Honolulu (HNL)	Kahului (OGG)	WN2680	254.6	4086.66	8126.71	HNL_OGG
25328	2022-12-29 23:55:00	2022-12-29 00:40:00	Kahului (OGG)	Honolulu (HNL)	WN2679	415.1	1567.9	3116.19	OGG_HNL
25329	2022-12-29 17:00:00	2022-12-29 23:10:00	Las Vegas (LAS)	Kahului (OGG)	WN2679	646.53	2936.73	8280.48	LAS_OGG
25330	2022-12-29 12:30:00	2022-12-29 15:45:00	Kansas City (MCI)	Las Vegas (LAS)	WN452	501.42	2159.22	6614.97	MCI_LAS
25331	2022-12-28 19:00:00	2022-12-28 20:50:00	Austin (AUS)	Kansas City (MCI)	WN710	688.11	2925.02	7997.31	AUS_MCI
25332	2022-12-28 15:15:00	2022-12-28 18:10:00	Orlando (MCO)	Austin (AUS)	WN710	1064.73	2188.67	8078.89	
25333	2022-12-28 12:00:00	2022-12-28 14:30:00	St. Louis (STL)	Orlando (MCO)	WN2489	410.54	1821.19	3020.89	
25334	2022-12-28 05:56:00	2022-12-28 06:59:00	Reno (RNO)	Las Vegas (LAS)	WN8725	872.46	1370.19	7930.94	
25335	2022-12-28 03:45:00	2022-12-28 06:45:00	Las Vegas (LAS)	Atlanta (ATL)	WN3324	905.44	772.77	7568.96	LAS_ATL
25336	2022-12-28 01:52:00	2022-12-28 03:57:00	Denver (DEN)	Reno (RNO)	WN8739	264.53	3945.1	7702.73	DEN_RNO
25337	2022-12-28 01:35:00	2022-12-28 02:55:00	Reno (RNO)	Atlanta (ATL)	WN3324	299.91	1343.52	3138.14	
25338	2022-12-27 22:20:00	2022-12-27 00:45:00	Denver (DEN)	Atlanta (ATL)	WN3324	296.76	1042.42	5426.83	DEN_ATL
25339	2022-12-27 21:10:00	2022-12-27 23:57:00	Atlanta (ATL)	Denver (DEN)	WN8601	478.58	3952.06	6959.6	ATL_DEN
25340	2022-12-27 17:20:00	2022-12-27 21:25:00	Tampa (TPA)	Atlanta (ATL)	WN3324	250.62	4054.25	3076.71	
25341	2022-12-27 17:15:00	2022-12-27 20:40:00	Atlanta (ATL)	Denver (DEN)	WN8882	1171.24	3955.26	2536.44	ATL_DEN
25342	2022-12-27 15:00:00	2022-12-27 16:30:00	Atlanta (ATL)	Tampa (TPA)	WN3324	1086.52	4158.98	6785.38	ATL_TPA
25343	2022-12-27 12:00:00	2022-12-27 14:00:00	Dallas (DAL)	Atlanta (ATL)	WN3324	791.6	3253.95	4625.22	DAL_ATL
25344	2022-12-27 04:35:00	2022-12-27 07:55:00	Las Vegas (LAS)	Chicago (MDW)	WN2251	672.48	2743.22	4382.36	LAS_MDW
25345	2023-01-05 04:05:00	2023-01-05 06:00:00	Phoenix (PHX)	Oakland (OAK)	WN757	287.88	2831.42	3438.24	
25346	2023-01-05 02:45:00	2023-01-05 04:35:00	Atlanta (ATL)	Miami (MIA)	WN1670	174.27	3272.46	4187.14	ATL_MIA
25347	2023-01-05 01:55:00	2023-01-05 03:15:00	El Paso (ELP)	Phoenix (PHX)	WN757	1118.74	2719.28	4441.89	ELP_PHX
25348	2023-01-04 23:25:00	2023-01-04 01:05:00	Las Vegas (LAS)	El Paso (ELP)	WN2453	355.56	2333.79	8234.13	LAS_ELP
25349	2023-01-04 20:50:00	2023-01-04 22:35:00	Boise (BOI)	Las Vegas (LAS)	WN2453	888.52	2094.1	6615.7	BOI_LAS
25350	2023-01-04 18:35:00	2023-01-04 20:00:00	Sacramento (SMF)	Boise (BOI)	WN1993	834.69	3554.99	6142.51	
25351	2023-01-04 16:20:00	2023-01-04 17:45:00	Portland (PDX)	Sacramento (SMF)	WN1024	1175.53	1336.07	5750.63	
25352	2023-01-04 13:45:00	2023-01-04 15:30:00	Oakland (OAK)	Portland (PDX)	WN661	203.86	1987.73	8012.9	
25353	2023-01-04 05:25:00	2023-01-04 06:25:00	Honolulu (HNL)	Hilo (ITO)	WN1476	183.42	3352.61	4998.69	HNL_ITO
25354	2023-01-03 23:00:00	2023-01-03 04:40:00	Oakland (OAK)	Honolulu (HNL)	WN1476	1059.21	2024.11	5576.07	
25355	2023-01-03 17:45:00	2023-01-03 21:40:00	Austin (AUS)	Oakland (OAK)	WN3149	489.81	4025.96	2763.57	AUS_OAK
25356	2023-01-03 15:10:00	2023-01-03 17:25:00	Phoenix (PHX)	Austin (AUS)	WN781	466.67	3774.82	3686.33	
25357	2023-01-03 02:10:00	2023-01-03 04:00:00	Colorado Springs (COS)	Phoenix (PHX)	WN757	1033.11	3095.23	5400.68	COS_PHX
25358	2023-01-02 22:55:00	2023-01-02 01:20:00	Houston (HOU)	Colorado Springs (COS)	WN757	153.71	3467.05	6995.16	HOU_COS
25359	2023-01-02 19:35:00	2023-01-02 22:05:00	Tampa (TPA)	Houston (HOU)	WN757	607.08	3010.51	4474.01	
25360	2023-01-02 15:35:00	2023-01-02 18:45:00	Providence (PVD)	Tampa (TPA)	WN757	1103.68	3898.02	7304.51	
25361	2023-01-02 12:00:00	2023-01-02 14:45:00	Orlando (MCO)	Providence (PVD)	WN1145	483.02	1972.67	2530.15	
25362	2023-01-02 03:35:00	2023-01-02 05:25:00	Nashville (BNA)	Orlando (MCO)	WN283	888.43	3522.89	6941.38	
25363	2023-01-01 23:25:00	2023-01-01 02:10:00	New York (LGA)	Nashville (BNA)	WN3264	567.27	2334.47	4376.6	
25364	2023-01-01 19:25:00	2023-01-01 22:40:00	Dallas (DAL)	New York (LGA)	WN1064	669.08	3293.43	3084.51	DAL_LGA
25365	2023-01-01 15:15:00	2023-01-01 18:40:00	Baltimore (BWI)	Dallas (DAL)	WN3723	378.04	4192.84	3593.46	BWI_DAL
25366	2023-01-01 11:45:00	2023-01-01 14:05:00	Fort Myers (RSW)	Baltimore (BWI)	WN3028	1076.31	2828.52	8055.8	RSW_BWI
25367	2023-01-01 02:30:00	2023-01-01 05:15:00	Chicago (MDW)	Fort Myers (RSW)	WN1711	771.21	2096.23	7651.45	MDW_RSW
25368	2022-12-31 23:35:00	2022-12-31 01:35:00	Raleigh-Durham (RDU)	Chicago (MDW)	WN1221	960.59	2227.32	4448.62	
25369	2022-12-31 20:25:00	2022-12-31 22:50:00	Houston (HOU)	Raleigh-Durham (RDU)	WN1221	170.57	2773.03	5079.63	HOU_RDU
25370	2022-12-31 17:05:00	2022-12-31 19:40:00	Greenville-Spartanburg (GSP)	Houston (HOU)	WN2783	214.23	2439.87	2960.57	GSP_HOU
25371	2022-12-31 15:20:00	2022-12-31 16:20:00	Atlanta (ATL)	Greenville-Spartanburg (GSP)	WN2783	203.76	1579.72	7752.31	ATL_GSP
25372	2022-12-31 12:20:00	2022-12-31 14:25:00	Austin (AUS)	Atlanta (ATL)	WN2783	616.09	3402.33	6486.51	AUS_ATL
25373	2022-12-31 04:55:00	2022-12-31 07:10:00	St. Louis (STL)	Austin (AUS)	WN1786	846.66	2251.38	8478.3	
25374	2022-12-31 02:00:00	2022-12-31 03:55:00	Denver (DEN)	St. Louis (STL)	WN659	958.64	2365.67	2659.92	DEN_STL
25375	2022-12-30 23:45:00	2022-12-30 01:10:00	Albuquerque (ABQ)	Denver (DEN)	WN659	1068.97	4118.55	5040.48	ABQ_DEN
25376	2022-12-30 21:45:00	2022-12-30 23:00:00	Denver (DEN)	Albuquerque (ABQ)	WN1850	372.97	2999.59	7772.86	DEN_ABQ
25377	2022-12-30 18:35:00	2022-12-30 20:45:00	Minneapolis (MSP)	Denver (DEN)	WN1850	795.31	3139.82	5161.79	
25378	2022-12-30 16:10:00	2022-12-30 17:40:00	St. Louis (STL)	Minneapolis (MSP)	WN1850	343.48	2072.8	6965.47	
25379	2022-12-30 12:40:00	2022-12-30 15:15:00	Fort Myers (RSW)	St. Louis (STL)	WN1850	929.64	2879.25	3157.01	RSW_STL
25380	2022-12-30 01:55:00	2022-12-30 04:35:00	Baltimore (BWI)	Fort Myers (RSW)	WN2734	619.63	1177.4	8197.02	BWI_RSW
25381	2022-12-29 22:30:00	2022-12-29 01:00:00	Fort Lauderdale (FLL)	Baltimore (BWI)	WN1534	838.27	2429.42	2741.52	FLL_BWI
25382	2022-12-29 19:45:00	2022-12-29 21:00:00	Havana (HAV)	Fort Lauderdale (FLL)	WN3923	551.92	3023.21	5404.1	HAV_FLL
25383	2022-12-29 17:05:00	2022-12-29 18:30:00	Fort Lauderdale (FLL)	Havana (HAV)	WN3922	823.69	2995.67	5156.76	FLL_HAV
25384	2022-12-29 14:20:00	2022-12-29 15:35:00	Havana (HAV)	Fort Lauderdale (FLL)	WN3921	809.11	3034.23	6145.88	HAV_FLL
25385	2022-12-29 11:40:00	2022-12-29 13:05:00	Tampa (TPA)	Havana (HAV)	WN3952	936.34	2541.74	8414.38	
25386	2022-12-29 04:40:00	2022-12-29 06:15:00	Dallas (DAL)	St. Louis (STL)	WN271	798.12	1825.64	2676.54	DAL_STL
25387	2022-12-29 03:40:00	2022-12-29 05:05:00	Atlanta (ATL)	Tampa (TPA)	WN3354	824.7	1593.56	3889.02	ATL_TPA
25388	2022-12-29 01:00:00	2022-12-29 02:50:00	Kansas City (MCI)	Atlanta (ATL)	WN3354	558.4	2332.92	7850.1	MCI_ATL
25389	2022-12-28 21:10:00	2022-12-28 00:10:00	San Diego (SAN)	Kansas City (MCI)	WN3354	864.49	2015.46	5417.48	
25390	2022-12-28 17:15:00	2022-12-28 20:25:00	Dallas (DAL)	San Diego (SAN)	WN1800	796.76	961.8	4524.93	DAL_SAN
25391	2022-12-28 13:35:00	2022-12-28 16:30:00	Orlando (MCO)	Dallas (DAL)	WN1800	543.24	838.12	5193.59	
25392	2022-12-28 11:20:00	2022-12-28 12:50:00	Atlanta (ATL)	Orlando (MCO)	WN1737	1163.59	1238.87	3160.23	ATL_MCO
25393	2022-12-28 00:45:00	2022-12-28 02:50:00	Austin (AUS)	Atlanta (ATL)	WN508	438.43	1016.77	7424.44	AUS_ATL
25394	2022-12-27 21:55:00	2022-12-27 00:54:00	Sacramento (SMF)	Austin (AUS)	WN8514	696.44	1272.21	6485.46	
25395	2022-12-27 18:40:00	2022-12-27 20:01:00	San Diego (SAN)	Sacramento (SMF)	WN8619	249.95	3219.07	5789.99	
25396	2022-12-27 18:00:00	2022-12-27 19:40:00	San Diego (SAN)	Sacramento (SMF)	WN1022	435.95	2319.27	7809.81	
25397	2022-12-27 18:00:00	2022-12-27 19:40:00	San Diego (SAN)	Sacramento (SMF)	WN8900	514.47	2919.23	7926.65	
25398	2022-12-27 17:00:00	2022-12-27 18:40:00	San Diego (SAN)	Sacramento (SMF)	WN646	455.93	3601.36	7931.75	
25399	2022-12-27 11:40:00	2022-12-27 14:10:00	Miami (MIA)	Nashville (BNA)	WN749	1025.6	3458.09	6304.24	
25400	2022-12-27 00:00:00	2022-12-27 05:35:00	Honolulu (HNL)	San Diego (SAN)	WN393	668.42	2129.62	4818.04	HNL_SAN
25401	2023-01-05 01:00:00	2023-01-05 02:40:00	Tucson (TUS)	Los Angeles (LAX)	WN813	1046.82	951.41	4201.33	
25402	2023-01-04 23:00:00	2023-01-04 01:10:00	Orlando (MCO)	Baltimore (BWI)	WN657	334.99	3728.49	6728.09	
25403	2023-01-04 22:10:00	2023-01-04 00:10:00	Denver (DEN)	Tucson (TUS)	WN813	1179.86	3597.97	4248.95	DEN_TUS
25404	2023-01-04 19:00:00	2023-01-04 21:05:00	Montego Bay (MBJ)	Orlando (MCO)	WN273	631.22	3625.31	5333.04	
25405	2023-01-04 18:20:00	2023-01-04 21:20:00	New Orleans (MSY)	Denver (DEN)	WN813	1017.17	3953.22	6070.37	
25406	2023-01-04 16:30:00	2023-01-04 17:35:00	Houston (HOU)	New Orleans (MSY)	WN2513	524.99	3774.4	5037.75	HOU_MSY
25407	2023-01-04 14:30:00	2023-01-04 18:00:00	Baltimore (BWI)	Montego Bay (MBJ)	WN906	977.34	3976.28	6758.15	BWI_MBJ
25408	2023-01-04 13:05:00	2023-01-04 15:35:00	Denver (DEN)	Houston (HOU)	WN2513	623.11	1297.3	5640.72	DEN_HOU
25409	2023-01-04 11:15:00	2023-01-04 12:45:00	Syracuse (SYR)	Baltimore (BWI)	WN4804	534.1	2257.28	6509.54	
25410	2023-01-04 03:25:00	2023-01-04 05:50:00	St. Louis (STL)	Denver (DEN)	WN1674	831.48	3972.69	2894.78	
25411	2023-01-04 00:15:00	2023-01-04 02:40:00	Tampa (TPA)	St. Louis (STL)	WN1674	979.59	2429.61	7581.56	
25412	2023-01-03 20:35:00	2023-01-03 23:05:00	Baltimore (BWI)	Tampa (TPA)	WN2631	1063.96	3932.53	7173.55	BWI_TPA
25413	2023-01-03 18:10:00	2023-01-03 19:45:00	Indianapolis (IND)	Baltimore (BWI)	WN2631	877.77	2889.38	8274.57	IND_BWI
25414	2023-01-03 15:20:00	2023-01-03 17:20:00	Dallas (DAL)	Indianapolis (IND)	WN2631	810.88	4196.92	4088.92	DAL_IND
25415	2023-01-03 11:40:00	2023-01-03 14:30:00	Orlando (MCO)	Dallas (DAL)	WN2391	380.66	1442.18	3112.35	
25416	2023-01-03 03:50:00	2023-01-03 05:25:00	New Orleans (MSY)	Orlando (MCO)	WN2113	269.41	3068.78	6292.54	
25417	2023-01-03 01:25:00	2023-01-03 03:00:00	Atlanta (ATL)	New Orleans (MSY)	WN2011	836.35	712.83	4895.34	ATL_MSY
25418	2023-01-02 23:05:00	2023-01-02 00:35:00	Orlando (MCO)	Atlanta (ATL)	WN2011	874.41	2925.31	4608.91	
25419	2023-01-02 20:00:00	2023-01-02 22:15:00	Houston (HOU)	Orlando (MCO)	WN2011	280.66	2717.57	6115.07	HOU_MCO
25420	2023-01-02 16:10:00	2023-01-02 19:10:00	Fort Lauderdale (FLL)	Houston (HOU)	WN1093	619.82	883.28	4310.56	FLL_HOU
25421	2023-01-02 12:35:00	2023-01-02 15:15:00	Dallas (DAL)	Fort Lauderdale (FLL)	WN1538	210.21	1249	6028.92	DAL_FLL
25422	2023-01-02 02:30:00	2023-01-02 05:10:00	Tampa (TPA)	Dallas (DAL)	WN563	314.8	2898.32	4584.76	
25423	2023-01-01 22:45:00	2023-01-01 00:05:00	Havana (HAV)	Tampa (TPA)	WN3953	882.46	3857.62	8265.66	HAV_TPA
25424	2023-01-01 20:10:00	2023-01-01 21:30:00	Fort Lauderdale (FLL)	Havana (HAV)	WN3920	915.07	960.96	4964.54	FLL_HAV
25425	2023-01-01 16:55:00	2023-01-01 18:10:00	Havana (HAV)	Fort Lauderdale (FLL)	WN3925	865.47	2332.2	3738.05	HAV_FLL
25426	2023-01-01 14:25:00	2023-01-01 15:50:00	Fort Lauderdale (FLL)	Havana (HAV)	WN3924	1120.62	3404.68	8280.29	FLL_HAV
25427	2022-12-31 21:50:00	2022-12-31 23:40:00	Atlanta (ATL)	Fort Lauderdale (FLL)	WN3026	302.16	3019.66	5995.57	ATL_FLL
25428	2022-12-31 19:05:00	2022-12-31 21:05:00	Milwaukee (MKE)	Atlanta (ATL)	WN3026	611.88	1538.13	4051.48	
25429	2022-12-31 15:25:00	2022-12-31 18:20:00	Orlando (MCO)	Milwaukee (MKE)	WN544	879.55	1056.49	2592.09	
25430	2022-12-31 12:00:00	2022-12-31 14:40:00	Chicago (MDW)	Orlando (MCO)	WN893	1120.59	1179	6246.43	MDW_MCO
25431	2022-12-31 03:50:00	2022-12-31 06:35:00	Orlando (MCO)	Chicago (MDW)	WN2545	492.87	1725.1	5758.1	
25432	2022-12-30 23:45:00	2022-12-30 02:55:00	San Juan (SJU)	Orlando (MCO)	WN2545	211.46	1756.66	7646.48	
25433	2022-12-30 20:05:00	2022-12-30 22:50:00	Orlando (MCO)	San Juan (SJU)	WN1341	624.36	2747.67	3934.75	
25434	2022-12-30 16:40:00	2022-12-30 19:10:00	Chicago (MDW)	Orlando (MCO)	WN1341	871.36	1227.84	6167.7	MDW_MCO
25435	2022-12-30 13:35:00	2022-12-30 15:55:00	Denver (DEN)	Chicago (MDW)	WN1341	983.02	1844.14	7984.01	DEN_MDW
25436	2022-12-29 23:00:00	2022-12-29 00:52:00	Spokane (GEG)	Denver (DEN)	WN8532	202.2	866.84	7721.26	
25437	2022-12-29 04:10:00	2022-12-29 06:10:00	Oakland (OAK)	Spokane (GEG)	WN593	493.19	4060.47	4202.17	
25438	2022-12-28 21:55:00	2022-12-28 03:10:00	Lihue (LIH)	Oakland (OAK)	WN593	927.73	2594.15	4554.62	
25439	2022-12-28 15:00:00	2022-12-28 20:40:00	San Jose (SJC)	Lihue (LIH)	WN981	692.53	2007.69	2636.49	
25440	2022-12-28 00:30:00	2022-12-28 05:45:00	Honolulu (HNL)	San Jose (SJC)	WN1169	375.29	3265.14	6670.93	HNL_SJC
25441	2022-12-27 22:15:00	2022-12-27 23:15:00	Hilo (ITO)	Honolulu (HNL)	WN1168	162.51	2180.22	6788.35	ITO_HNL
25442	2022-12-27 21:24:00	2022-12-27 22:00:00	Honolulu (HNL)	Hilo (ITO)	WN8511	204.35	2785.79	3455.55	HNL_ITO
25443	2022-12-27 20:25:00	2022-12-27 21:25:00	Honolulu (HNL)	Hilo (ITO)	WN1167	202.06	1507.31	5066.11	HNL_ITO
25444	2022-12-27 16:55:00	2022-12-27 17:55:00	Honolulu (HNL)	Hilo (ITO)	WN1165	537.59	3673.91	4406.65	HNL_ITO
25445	2022-12-27 04:00:00	2022-12-27 04:35:00	Lihue (LIH)	Honolulu (HNL)	WN1189	587.25	4185.57	4332.51	
25446	2023-01-05 05:00:00	2023-01-05 05:40:00	Kahului (OGG)	Honolulu (HNL)	WN1197	672.97	3042.5	3658.5	OGG_HNL
25447	2023-01-05 02:35:00	2023-01-05 03:20:00	Honolulu (HNL)	Kahului (OGG)	WN1196	220.95	711.82	3458.45	HNL_OGG
25448	2023-01-05 00:55:00	2023-01-05 01:40:00	Kahului (OGG)	Honolulu (HNL)	WN1195	589.38	1780.07	2928.48	OGG_HNL
25449	2023-01-04 23:15:00	2023-01-04 00:00:00	Honolulu (HNL)	Kahului (OGG)	WN1566	422.46	3586.32	4670.27	HNL_OGG
25450	2023-01-04 21:10:00	2023-01-04 21:55:00	Kahului (OGG)	Honolulu (HNL)	WN1347	826.89	2540.74	3257.21	OGG_HNL
25451	2023-01-04 19:35:00	2023-01-04 20:20:00	Honolulu (HNL)	Kahului (OGG)	WN499	652.1	1061.56	3907.36	HNL_OGG
25452	2023-01-04 18:05:00	2023-01-04 18:45:00	Kahului (OGG)	Honolulu (HNL)	WN1191	227.24	2972.74	4257.27	OGG_HNL
25453	2023-01-04 16:15:00	2023-01-04 17:00:00	Honolulu (HNL)	Kahului (OGG)	WN324	1062.73	1573.83	4055.32	HNL_OGG
25454	2023-01-04 05:15:00	2023-01-04 06:10:00	Hilo (ITO)	Honolulu (HNL)	WN2365	190.81	1962.16	4340.69	ITO_HNL
25455	2023-01-04 03:25:00	2023-01-04 04:25:00	Honolulu (HNL)	Hilo (ITO)	WN2364	475.42	3457.9	7851.52	HNL_ITO
25456	2023-01-04 01:40:00	2023-01-04 02:30:00	Kailua-Kona (KOA)	Honolulu (HNL)	WN2363	259.17	2147.91	2869	KOA_HNL
25457	2023-01-03 23:45:00	2023-01-03 00:40:00	Honolulu (HNL)	Kailua-Kona (KOA)	WN2362	1015.99	2472.09	4209.21	HNL_KOA
25458	2023-01-03 16:00:00	2023-01-03 22:10:00	San Diego (SAN)	Honolulu (HNL)	WN185	690.94	3475.79	5662.94	
25459	2023-01-03 04:05:00	2023-01-03 07:20:00	Dallas (DAL)	San Diego (SAN)	WN3825	348.55	4177.86	5140.47	DAL_SAN
25460	2023-01-03 02:15:00	2023-01-03 03:20:00	San Antonio (SAT)	Dallas (DAL)	WN3825	1034.41	3078.14	5814.33	
25461	2023-01-02 23:20:00	2023-01-02 01:20:00	Phoenix (PHX)	San Antonio (SAT)	WN3825	397.24	2884.76	5345.09	
