Id_delta	depart_date_time	arrive_date_time	depart_airport	arrive_airport	flight_number	flight_cost_coach	flight_cost_business	flight_cost_first
14551	2023-01-02 11:00:00	2023-01-02 12:45:00	Wilmington (ILM)	Atlanta (ATL)	DL1530	567.96	3071.18	4523.57
14552	2023-01-02 03:28:00	2023-01-02 04:47:00	Atlanta (ATL)	Wilmington (ILM)	DL2790	687.23	2639.01	6104.91
14553	2023-01-01 23:55:00	2023-01-01 01:55:00	Houston (HOU)	Atlanta (ATL)	DL994	711.39	1716.37	7578.25
14554	2023-01-01 20:42:00	2023-01-01 22:56:00	Atlanta (ATL)	Houston (HOU)	DL994	331.67	2151.97	6591.16
14555	2023-01-01 17:47:00	2023-01-01 20:07:00	Toronto (YYZ)	Atlanta (ATL)	DL564	363.89	1205.51	9455.44
14556	2023-01-01 14:41:00	2023-01-01 16:52:00	Atlanta (ATL)	Toronto (YYZ)	DL564	457.86	1593.87	8167.08
14557	2022-12-31 22:58:00	2022-12-31 01:04:00	Grand Rapids (GRR)	Atlanta (ATL)	DL2878	445.95	1972.99	8362.68
14558	2022-12-31 20:10:00	2022-12-31 22:03:00	Atlanta (ATL)	Grand Rapids (GRR)	DL2878	749.15	2763.78	9397.06
14559	2022-12-31 18:00:00	2022-12-31 19:04:00	Birmingham (BHM)	Atlanta (ATL)	DL1458	749.55	905.07	9831.18
14560	2022-12-31 15:10:00	2022-12-31 16:07:00	Atlanta (ATL)	Birmingham (BHM)	DL1362	458.9	2235.63	4033.83
14561	2022-12-31 11:00:00	2022-12-31 14:05:00	Burlington (BTV)	Atlanta (ATL)	DL2495	632.64	2672.05	6269.02
14562	2022-12-31 02:02:00	2022-12-31 04:29:00	Atlanta (ATL)	Burlington (BTV)	DL685	301.11	2921.29	3843.05
14563	2022-12-30 22:32:00	2022-12-30 00:03:00	Louisville (SDF)	Atlanta (ATL)	DL784	667.29	1479.48	5057.32
14564	2022-12-30 20:15:00	2022-12-30 21:37:00	Atlanta (ATL)	Louisville (SDF)	DL784	260.84	2893.85	7516.66
14565	2022-12-30 17:17:00	2022-12-30 19:20:00	Wichita (ICT)	Atlanta (ATL)	DL986	508.08	2470.35	5988.58
14566	2022-12-30 14:00:00	2022-12-30 16:22:00	Atlanta (ATL)	Wichita (ICT)	DL986	561.27	1912.28	8129.29
14567	2022-12-30 11:00:00	2022-12-30 12:45:00	Wilmington (ILM)	Atlanta (ATL)	DL1530	394.28	2351.79	6294.55
14568	2022-12-30 03:28:00	2022-12-30 04:47:00	Atlanta (ATL)	Wilmington (ILM)	DL2790	592.19	1753.67	7606.7
14569	2022-12-29 23:55:00	2022-12-29 01:55:00	Houston (HOU)	Atlanta (ATL)	DL994	301.18	2694.5	3300.25
14570	2022-12-29 20:41:00	2022-12-29 22:55:00	Atlanta (ATL)	Houston (HOU)	DL994	519.38	2317.5	8660.52
14571	2022-12-29 17:34:00	2022-12-29 19:44:00	Omaha (OMA)	Atlanta (ATL)	DL1716	585.19	1685.55	9781.66
14572	2022-12-29 14:09:00	2022-12-29 16:39:00	Atlanta (ATL)	Omaha (OMA)	DL1716	365.95	1691.33	9569.51
14573	2022-12-29 11:39:00	2022-12-29 13:10:00	Little Rock (LIT)	Atlanta (ATL)	DL2400	509.89	1513.12	9394.79
14574	2022-12-29 00:27:00	2022-12-29 02:04:00	Atlanta (ATL)	Little Rock (LIT)	DL2410	474.5	1444.92	5790.25
14575	2022-12-28 22:24:00	2022-12-28 23:45:00	Jackson (JAN)	Atlanta (ATL)	DL1271	270.47	2441.69	7848.46
14576	2022-12-28 20:04:00	2022-12-28 21:27:00	Atlanta (ATL)	Jackson (JAN)	DL1271	382.26	1602.55	9702.43
14577	2022-12-28 17:50:00	2022-12-28 19:09:00	Charlotte (CLT)	Atlanta (ATL)	DL493	283.44	3115.16	4446.2
14578	2022-12-28 15:00:00	2022-12-28 16:55:00	Detroit (DTW)	Charlotte (CLT)	DL330	348.58	2021.45	6009.93
14579	2022-12-28 12:35:00	2022-12-28 14:03:00	Chicago (ORD)	Detroit (DTW)	DL2480	282.51	2494.36	3204.04
14580	2022-12-28 01:20:00	2022-12-28 02:47:00	Detroit (DTW)	Chicago (ORD)	DL2566	445.59	2374.76	4258.25
14581	2022-12-27 22:15:00	2022-12-27 00:12:00	Windsor Locks (BDL)	Detroit (DTW)	DL2251	498.97	1230.82	3571.47
14582	2022-12-27 19:40:00	2022-12-27 21:20:00	Detroit (DTW)	Windsor Locks (BDL)	DL2251	600.11	2760.58	5603.91
14583	2022-12-27 17:14:00	2022-12-27 19:06:00	Charlotte (CLT)	Detroit (DTW)	DL899	717.39	3009.49	5959.49
14584	2022-12-27 14:40:00	2022-12-27 15:50:00	Atlanta (ATL)	Charlotte (CLT)	DL1555	733.04	3174.74	4357.28
14585	2022-12-27 11:11:00	2022-12-27 13:29:00	Harrisburg (MDT)	Atlanta (ATL)	DL2003	556.54	1555.91	3282.51
14586	2022-12-27 02:59:00	2022-12-27 04:47:00	Atlanta (ATL)	Harrisburg (MDT)	DL2002	425.98	1210.7	9468.65
14587	2023-01-05 02:48:00	2023-01-05 04:56:00	Atlanta (ATL)	Toronto (YYZ)	DL567	321.32	1162.09	8636
14588	2023-01-04 23:30:00	2023-01-04 00:59:00	Memphis (MEM)	Atlanta (ATL)	DL662	730.16	2619.23	5855.96
14589	2023-01-04 21:13:00	2023-01-04 22:35:00	Atlanta (ATL)	Memphis (MEM)	DL662	253.71	2273.79	6473.81
14590	2023-01-04 19:12:00	2023-01-04 20:17:00	Knoxville (TYS)	Atlanta (ATL)	DL1459	721.62	1484.42	4008.85
14591	2023-01-04 17:25:00	2023-01-04 18:17:00	Atlanta (ATL)	Knoxville (TYS)	DL1459	648.68	1715.53	3769.14
14592	2023-01-04 15:20:00	2023-01-04 16:30:00	Columbia (CAE)	Atlanta (ATL)	DL652	297.38	2054.61	8285.25
14593	2023-01-04 13:25:00	2023-01-04 14:25:00	Atlanta (ATL)	Columbia (CAE)	DL652	712.39	2187.81	5512.93
14594	2023-01-04 11:00:00	2023-01-04 12:30:00	Louisville (SDF)	Atlanta (ATL)	DL2645	275.63	1651.73	8500.82
14595	2023-01-04 03:35:00	2023-01-04 04:56:00	Atlanta (ATL)	Louisville (SDF)	DL1563	447.58	2814.29	6141.45
14596	2023-01-03 20:00:00	2023-01-03 22:48:00	Albany (ALB)	Atlanta (ATL)	DL1054	637.45	3425.95	6766.25
14597	2023-01-03 16:15:00	2023-01-03 18:26:00	Atlanta (ATL)	Albany (ALB)	DL1054	305.25	1510.06	8311.53
14598	2023-01-03 11:00:00	2023-01-03 14:05:00	Burlington (BTV)	Atlanta (ATL)	DL2495	257.83	2582.41	3006.62
14599	2023-01-03 02:02:00	2023-01-03 04:29:00	Atlanta (ATL)	Burlington (BTV)	DL685	418.04	3274.7	6066.01
14600	2023-01-02 23:51:00	2023-01-02 00:55:00	Asheville (AVL)	Atlanta (ATL)	DL995	595.21	1175.96	9575.64
14601	2023-01-02 22:04:00	2023-01-02 22:56:00	Atlanta (ATL)	Asheville (AVL)	DL995	296.65	2235.66	4192.57
14602	2022-12-27 20:25:00	2022-12-27 21:44:00	Tallahassee (TLH)	Atlanta (ATL)	DL1723	614.7	2593.87	5645.15
14603	2022-12-27 18:30:00	2022-12-27 19:30:00	Atlanta (ATL)	Tallahassee (TLH)	DL1723	468.51	2161.21	9860.64
14604	2022-12-27 16:02:00	2022-12-27 17:35:00	St. Louis (STL)	Atlanta (ATL)	DL1310	359.28	1173.64	3155
14605	2022-12-27 13:25:00	2022-12-27 15:07:00	Atlanta (ATL)	St. Louis (STL)	DL1310	517.11	1906.53	9392.37
14606	2022-12-27 11:00:00	2022-12-27 12:25:00	Myrtle Beach (MYR)	Atlanta (ATL)	DL2304	451.03	1068.34	9999.8
14607	2022-12-27 03:35:00	2022-12-27 04:46:00	Atlanta (ATL)	Myrtle Beach (MYR)	DL1070	384.14	2207.31	4627.86
14608	2022-12-27 00:53:00	2022-12-27 02:16:00	Charlotte (CLT)	Atlanta (ATL)	DL2548	458.93	1685.55	4526.49
14609	2023-01-05 01:11:00	2023-01-05 03:23:00	Atlanta (ATL)	White Plains (HPN)	DL1143	460.33	2778.91	3782.86
14610	2023-01-04 22:25:00	2023-01-04 23:30:00	Asheville (AVL)	Atlanta (ATL)	DL2984	443.31	2302.13	9736.65
14611	2023-01-04 20:30:00	2023-01-04 21:23:00	Atlanta (ATL)	Asheville (AVL)	DL2984	563.75	2596.27	7026.38
14612	2023-01-04 16:48:00	2023-01-04 18:12:00	Greensboro (GSO)	Atlanta (ATL)	DL2614	675.37	2529.54	5316.51
14613	2023-01-04 14:40:00	2023-01-04 15:53:00	Atlanta (ATL)	Greensboro (GSO)	DL2614	597.63	2908.02	9623.66
14614	2023-01-04 11:11:00	2023-01-04 13:29:00	Harrisburg (MDT)	Atlanta (ATL)	DL2003	749.55	1173.58	3136.14
14615	2023-01-04 02:59:00	2023-01-04 04:47:00	Atlanta (ATL)	Harrisburg (MDT)	DL2002	669.08	3233.83	3542.21
14616	2023-01-03 23:30:00	2023-01-03 00:59:00	Memphis (MEM)	Atlanta (ATL)	DL662	509.89	3482.43	5610.23
14617	2023-01-03 21:13:00	2023-01-03 22:35:00	Atlanta (ATL)	Memphis (MEM)	DL662	255.43	3347.04	5413.56
14618	2023-01-03 19:12:00	2023-01-03 20:17:00	Knoxville (TYS)	Atlanta (ATL)	DL1459	454.61	2703.99	9969.94
14619	2023-01-03 17:25:00	2023-01-03 18:17:00	Atlanta (ATL)	Knoxville (TYS)	DL1459	600.18	2846.94	3263.15
14620	2023-01-03 15:20:00	2023-01-03 16:30:00	Columbia (CAE)	Atlanta (ATL)	DL652	659.65	919.01	3148.52
14621	2023-01-03 13:25:00	2023-01-03 14:25:00	Atlanta (ATL)	Columbia (CAE)	DL652	620.47	2369.89	3864.51
14622	2023-01-03 11:00:00	2023-01-03 12:30:00	Louisville (SDF)	Atlanta (ATL)	DL2645	598.71	1393.86	8286.85
14623	2023-01-03 03:35:00	2023-01-03 04:56:00	Atlanta (ATL)	Louisville (SDF)	DL1563	394.28	2975.28	3112.6
14624	2023-01-02 23:35:00	2023-01-02 01:45:00	Des Moines (DSM)	Atlanta (ATL)	DL2371	491.06	2754.98	6599.48
14625	2023-01-02 20:25:00	2023-01-02 22:40:00	Atlanta (ATL)	Des Moines (DSM)	DL2371	596.65	3205.76	4987.99
14626	2023-01-02 17:20:00	2023-01-02 19:29:00	Madison (MSN)	Atlanta (ATL)	DL1290	310.68	2001.54	9074.82
14627	2023-01-02 14:18:00	2023-01-02 16:25:00	Atlanta (ATL)	Madison (MSN)	DL1290	648.08	2785.08	3976.65
14628	2023-01-02 12:00:00	2023-01-02 13:20:00	Charlotte (CLT)	Atlanta (ATL)	DL939	585.18	1530.85	3428.14
14629	2023-01-01 22:42:00	2023-01-01 23:57:00	Atlanta (ATL)	Charlotte (CLT)	DL2779	488.16	3221.66	3594.23
14630	2023-01-01 19:30:00	2023-01-01 21:21:00	Kansas City (MCI)	Atlanta (ATL)	DL1512	412.62	2048.33	5966.51
14631	2023-01-01 15:05:00	2023-01-01 17:22:00	Atlanta (ATL)	Kansas City (MCI)	DL1512	308.87	2828.67	5368.47
14632	2023-01-01 11:30:00	2023-01-01 14:01:00	Appleton (ATW)	Atlanta (ATL)	DL2518	255.43	1492.51	8956.99
14633	2023-01-01 01:50:00	2023-01-01 04:01:00	Atlanta (ATL)	Appleton (ATW)	DL1181	499.41	2190.52	6004.83
14634	2022-12-31 22:55:00	2022-12-31 00:52:00	Kansas City (MCI)	Atlanta (ATL)	DL345	666.49	2392.18	6807.87
14635	2022-12-31 19:25:00	2022-12-31 21:33:00	Atlanta (ATL)	Kansas City (MCI)	DL345	524.24	1599.53	9963.86
14636	2022-12-31 16:18:00	2022-12-31 18:05:00	Dayton (DAY)	Atlanta (ATL)	DL2695	438.28	1889.95	5578.42
14637	2022-12-31 13:55:00	2022-12-31 15:23:00	Atlanta (ATL)	Dayton (DAY)	DL2695	695.85	2244.96	5504.93
14638	2022-12-31 00:00:00	2022-12-31 02:01:00	Dallas (DAL)	Atlanta (ATL)	DL1491	589.96	2369.93	3764.06
14639	2022-12-30 20:40:00	2022-12-30 22:58:00	Atlanta (ATL)	Dallas (DAL)	DL1491	478.44	1445.47	8907.04
14640	2022-12-30 17:18:00	2022-12-30 19:24:00	Harrisburg (MDT)	Atlanta (ATL)	DL1147	314.63	867.25	4795.91
14641	2022-12-30 14:34:00	2022-12-30 16:22:00	Atlanta (ATL)	Harrisburg (MDT)	DL1147	522.3	2835.48	3257.62
14642	2022-12-30 11:30:00	2022-12-30 14:01:00	Appleton (ATW)	Atlanta (ATL)	DL2518	283.45	3149.86	6627.55
14643	2022-12-30 01:50:00	2022-12-30 04:01:00	Atlanta (ATL)	Appleton (ATW)	DL1181	285.12	927.21	4397.91
14644	2022-12-29 21:48:00	2022-12-29 23:51:00	Grand Rapids (GRR)	Atlanta (ATL)	DL2888	708.6	881.56	3404.3
14645	2022-12-29 18:59:00	2022-12-29 20:52:00	Atlanta (ATL)	Grand Rapids (GRR)	DL2888	717.39	2754.94	8807.03
14646	2022-12-29 16:27:00	2022-12-29 17:56:00	Little Rock (LIT)	Atlanta (ATL)	DL1514	589.95	2121.07	4355.76
14647	2022-12-29 13:55:00	2022-12-29 15:32:00	Atlanta (ATL)	Little Rock (LIT)	DL1514	275.63	3413.8	5374.34
14648	2022-12-29 11:19:00	2022-12-29 12:33:00	Columbia (CAE)	Atlanta (ATL)	DL1693	276.45	2928.78	8833.14
14649	2022-12-29 03:30:00	2022-12-29 04:30:00	Atlanta (ATL)	Columbia (CAE)	DL573	283.7	1291.03	5049.26
14650	2022-12-29 01:13:00	2022-12-29 02:11:00	Chattanooga (CHA)	Atlanta (ATL)	DL2368	276.45	3205.7	7207.72
14651	2022-12-28 23:31:00	2022-12-28 00:18:00	Atlanta (ATL)	Chattanooga (CHA)	DL2368	396.07	1778.16	5107.14
14652	2022-12-28 21:33:00	2022-12-28 00:23:00	Windsor Locks (BDL)	Atlanta (ATL)	DL2152	637.44	2730.18	3510.02
14653	2022-12-28 18:22:00	2022-12-28 20:33:00	Atlanta (ATL)	Windsor Locks (BDL)	DL2152	718.91	2921.28	9594.03
14654	2022-12-28 16:01:00	2022-12-28 17:25:00	Myrtle Beach (MYR)	Atlanta (ATL)	DL302	651.6	1284.61	4481.39
14655	2022-12-28 13:55:00	2022-12-28 15:06:00	Atlanta (ATL)	Myrtle Beach (MYR)	DL302	384.37	2455.45	8432.41
14656	2022-12-28 11:00:00	2022-12-28 12:10:00	Asheville (AVL)	Atlanta (ATL)	DL2282	468.52	2722.19	3993.76
14657	2022-12-28 03:35:00	2022-12-28 04:29:00	Atlanta (ATL)	Asheville (AVL)	DL886	480.82	1217.47	8504.11
14658	2022-12-28 01:03:00	2022-12-28 02:40:00	St. Louis (STL)	Atlanta (ATL)	DL1579	310.76	3009.47	6249
14659	2022-12-27 22:27:00	2022-12-27 00:08:00	Atlanta (ATL)	St. Louis (STL)	DL1579	263.65	3286.86	8886.55
14660	2022-12-26 23:12:00	2022-12-26 00:48:00	Little Rock (LIT)	Atlanta (ATL)	DL795	426.33	1093.32	6731.1
14661	2022-12-26 20:40:00	2022-12-26 22:17:00	Atlanta (ATL)	Little Rock (LIT)	DL795	694.46	3349.15	4573.05
14662	2023-01-04 23:30:00	2023-01-04 01:10:00	Chicago (ORD)	Minneapolis (MSP)	DL2819	515.91	1373.89	5316.48
14663	2023-01-04 21:05:00	2023-01-04 22:29:00	Detroit (DTW)	Chicago (ORD)	DL1499	495.14	3315.34	3862.22
14664	2023-01-04 16:32:00	2023-01-04 18:22:00	Kansas City (MCI)	Detroit (DTW)	DL406	339.36	2559.27	3552.96
14665	2023-01-04 13:25:00	2023-01-04 15:37:00	Detroit (DTW)	Kansas City (MCI)	DL406	488.77	1298.66	3138.52
14666	2023-01-04 10:34:00	2023-01-04 12:24:00	Raleigh-Durham (RDU)	Detroit (DTW)	DL2430	659.85	2984.21	5618.95
14667	2023-01-04 03:29:00	2023-01-04 05:17:00	Detroit (DTW)	Raleigh-Durham (RDU)	DL2348	347.11	2283.66	6595.52
14668	2023-01-03 23:52:00	2023-01-03 01:25:00	St. Louis (STL)	Detroit (DTW)	DL2456	332.84	1726.59	9954.26
14669	2023-01-03 21:12:00	2023-01-03 22:56:00	Detroit (DTW)	St. Louis (STL)	DL2456	460.06	3345.36	8584.36
14670	2023-01-03 18:13:00	2023-01-03 20:17:00	Charleston (CHS)	Detroit (DTW)	DL979	576.24	1740.44	3112.17
14671	2023-01-03 15:09:00	2023-01-03 17:18:00	Detroit (DTW)	Charleston (CHS)	DL979	278.32	3133.14	8218.67
14672	2023-01-03 12:15:00	2023-01-03 14:17:00	Kansas City (MCI)	Detroit (DTW)	DL1367	405.88	2244.94	3454.13
14673	2023-01-03 00:50:00	2023-01-03 02:59:00	Detroit (DTW)	Kansas City (MCI)	DL2045	732.8	2138.6	7391.81
14674	2023-01-02 21:54:00	2023-01-02 23:53:00	New York (EWR)	Detroit (DTW)	DL2227	317.12	3431.87	5447
14675	2023-01-02 18:51:00	2023-01-02 20:59:00	Atlanta (ATL)	New York (EWR)	DL2769	346.28	2557.23	8555.71
14676	2023-01-02 16:27:00	2023-01-02 17:56:00	Little Rock (LIT)	Atlanta (ATL)	DL1514	551.13	2718.54	6987.29
14677	2023-01-02 13:55:00	2023-01-02 15:32:00	Atlanta (ATL)	Little Rock (LIT)	DL1514	745.13	951.11	7939.4
14678	2023-01-02 11:10:00	2023-01-02 12:58:00	Jacksonville (OAJ)	Atlanta (ATL)	DL2293	403.96	2762.08	6789.06
14679	2023-01-02 01:45:00	2023-01-02 03:04:00	Atlanta (ATL)	Jacksonville (OAJ)	DL1259	553.16	2176.2	5361.09
14680	2023-01-01 21:00:00	2023-01-01 23:19:00	Omaha (OMA)	Atlanta (ATL)	DL1197	255.56	3089.33	6630.78
14681	2023-01-01 16:25:00	2023-01-01 18:54:00	Atlanta (ATL)	Omaha (OMA)	DL1197	410.29	828.02	4048.85
14682	2022-12-31 11:00:00	2022-12-31 13:25:00	White Plains (HPN)	Atlanta (ATL)	DL1691	334.57	3005.52	9680.2
14683	2022-12-31 01:11:00	2022-12-31 03:23:00	Atlanta (ATL)	White Plains (HPN)	DL1143	336.05	2662.61	4183.65
14684	2022-12-30 22:49:00	2022-12-30 23:54:00	Huntsville (HSV)	Atlanta (ATL)	DL1589	601.21	2549.46	6862.8
14685	2022-12-30 20:59:00	2022-12-30 21:54:00	Atlanta (ATL)	Huntsville (HSV)	DL1589	255.81	1445.47	6703.33
14686	2022-12-30 18:00:00	2022-12-30 19:56:00	Washington (IAD)	Atlanta (ATL)	DL2120	614.75	2993.71	5613.88
14687	2022-12-30 15:20:00	2022-12-30 17:01:00	Atlanta (ATL)	Washington (IAD)	DL2120	654.12	2680	9671.26
14688	2022-12-30 11:40:00	2022-12-30 14:05:00	Omaha (OMA)	Atlanta (ATL)	DL1537	353.77	1736.36	6280.3
14689	2022-12-30 00:53:00	2022-12-30 03:21:00	Atlanta (ATL)	Omaha (OMA)	DL2295	576.51	3072.96	6253.65
14690	2022-12-29 22:32:00	2022-12-29 00:03:00	Louisville (SDF)	Atlanta (ATL)	DL784	455.16	1573.62	3673.92
14691	2022-12-29 20:15:00	2022-12-29 21:37:00	Atlanta (ATL)	Louisville (SDF)	DL784	513.46	2631.19	4775.78
14692	2022-12-29 17:17:00	2022-12-29 19:20:00	Wichita (ICT)	Atlanta (ATL)	DL986	279.67	812.43	8467.98
14693	2022-12-29 14:00:00	2022-12-29 16:22:00	Atlanta (ATL)	Wichita (ICT)	DL986	337.42	3274.75	4647.44
14694	2022-12-29 11:10:00	2022-12-29 12:58:00	Jacksonville (OAJ)	Atlanta (ATL)	DL2293	553.17	2706.65	4022.07
14695	2022-12-29 01:45:00	2022-12-29 03:04:00	Atlanta (ATL)	Jacksonville (OAJ)	DL1259	384.13	1564.92	5332.71
14696	2022-12-28 21:59:00	2022-12-28 00:33:00	New York (EWR)	Atlanta (ATL)	DL2769	341.58	2785.1	5891.13
14697	2022-12-28 18:59:00	2022-12-28 20:53:00	Detroit (DTW)	New York (EWR)	DL1391	648.08	3497.83	5123.45
14698	2022-12-28 16:31:00	2022-12-28 18:04:00	Nashville (BNA)	Detroit (DTW)	DL2448	334.68	2225.24	4975.5
14699	2022-12-28 13:48:00	2022-12-28 15:36:00	Detroit (DTW)	Nashville (BNA)	DL2952	289.46	1640.97	5978.49
14700	2022-12-28 11:00:00	2022-12-28 12:53:00	Charlotte (CLT)	Detroit (DTW)	DL1236	294.28	1864.29	7209.89
14701	2022-12-28 02:26:00	2022-12-28 04:21:00	Detroit (DTW)	Charlotte (CLT)	DL2391	645.08	969.84	9886.93
14702	2022-12-27 23:52:00	2022-12-27 01:25:00	St. Louis (STL)	Detroit (DTW)	DL2456	327.63	1778.17	9274.23
14703	2022-12-27 21:12:00	2022-12-27 22:56:00	Detroit (DTW)	St. Louis (STL)	DL2456	470.14	1593.89	7800.75
14704	2022-12-27 18:13:00	2022-12-27 20:17:00	Charleston (CHS)	Detroit (DTW)	DL979	590.68	2549.25	6841.85
14705	2022-12-27 15:09:00	2022-12-27 17:18:00	Detroit (DTW)	Charleston (CHS)	DL979	323.25	3315.35	4643.72
14706	2022-12-27 12:39:00	2022-12-27 14:14:00	St. Louis (STL)	Detroit (DTW)	DL2084	438.28	3111.97	3979.73
14707	2022-12-27 01:29:00	2022-12-27 03:19:00	Detroit (DTW)	St. Louis (STL)	DL2505	726.71	2770.31	3194.92
14708	2023-01-05 02:57:00	2023-01-05 05:12:00	Atlanta (ATL)	Des Moines (DSM)	DL2704	605.65	1713.81	8666.39
14709	2023-01-04 22:25:00	2023-01-04 23:47:00	Charlotte (CLT)	Atlanta (ATL)	DL1679	370.23	2108.46	3461.08
14710	2023-01-04 19:10:00	2023-01-04 21:02:00	Detroit (DTW)	Charlotte (CLT)	DL2381	412.85	2549.45	9145.88
14711	2023-01-04 16:30:00	2023-01-04 17:53:00	Chicago (ORD)	Detroit (DTW)	DL2474	501.5	2046.17	9052.79
14712	2023-01-04 13:50:00	2023-01-04 15:23:00	Detroit (DTW)	Chicago (ORD)	DL2474	601.14	1593.87	4099.11
14713	2023-01-04 11:00:00	2023-01-04 12:55:00	New York (EWR)	Detroit (DTW)	DL532	270.42	765.11	8830.09
14714	2023-01-04 03:25:00	2023-01-04 05:27:00	Atlanta (ATL)	New York (EWR)	DL2802	363.89	1643.56	6146.66
14715	2023-01-03 21:48:00	2023-01-03 23:51:00	Grand Rapids (GRR)	Atlanta (ATL)	DL2888	433.32	828.01	5622.87
14716	2023-01-03 18:59:00	2023-01-03 20:52:00	Atlanta (ATL)	Grand Rapids (GRR)	DL2888	410.29	2023.03	8849.71
14717	2023-01-03 16:56:00	2023-01-03 18:04:00	Greenville-Spartanburg (GSP)	Atlanta (ATL)	DL2732	715.66	833.03	9263.27
14718	2023-01-03 15:06:00	2023-01-03 16:01:00	Atlanta (ATL)	Greenville-Spartanburg (GSP)	DL2732	501.5	1544.21	5797.76
14719	2023-01-03 11:30:00	2023-01-03 14:01:00	Appleton (ATW)	Atlanta (ATL)	DL2518	558.25	3082.16	8301.03
14720	2023-01-03 01:50:00	2023-01-03 04:01:00	Atlanta (ATL)	Appleton (ATW)	DL1181	314.19	1734.47	3482.22
14721	2023-01-02 21:48:00	2023-01-02 23:51:00	Grand Rapids (GRR)	Atlanta (ATL)	DL2888	369.77	3424.76	7002.57
14722	2023-01-02 18:59:00	2023-01-02 20:52:00	Atlanta (ATL)	Grand Rapids (GRR)	DL2888	495.79	1252.73	5951.19
14723	2023-01-02 16:56:00	2023-01-02 18:04:00	Greenville-Spartanburg (GSP)	Atlanta (ATL)	DL2732	314.19	2370.78	7207.09
14724	2023-01-02 15:06:00	2023-01-02 16:01:00	Atlanta (ATL)	Greenville-Spartanburg (GSP)	DL2732	264.17	1204.39	5436.47
14725	2023-01-02 11:30:00	2023-01-02 14:01:00	Appleton (ATW)	Atlanta (ATL)	DL2518	414.26	1177.47	9739.79
14726	2023-01-02 01:50:00	2023-01-02 04:01:00	Atlanta (ATL)	Appleton (ATW)	DL1181	282.41	2263.74	4423.15
14727	2023-01-01 22:40:00	2023-01-01 00:27:00	Columbus (CMH)	Atlanta (ATL)	DL2179	599.23	1649.32	3835.86
14728	2023-01-01 17:55:00	2023-01-01 19:22:00	Atlanta (ATL)	Columbus (CMH)	DL2179	466.32	3246.38	5201.65
14729	2023-01-01 15:00:00	2023-01-01 17:21:00	Omaha (OMA)	Atlanta (ATL)	DL2937	264.17	2502.72	8537.8
14730	2023-01-01 03:35:00	2023-01-01 06:06:00	Atlanta (ATL)	Omaha (OMA)	DL2517	695.23	3277.05	4323.15
14731	2022-12-31 21:40:00	2022-12-31 00:05:00	Toronto (YYZ)	Atlanta (ATL)	DL974	514.39	1392.15	3404.13
14732	2022-12-31 18:40:00	2022-12-31 20:45:00	Atlanta (ATL)	Toronto (YYZ)	DL974	704.22	2116.89	6516.28
14733	2022-12-31 16:56:00	2022-12-31 18:04:00	Greenville-Spartanburg (GSP)	Atlanta (ATL)	DL2732	531.32	2012.58	5961.6
14734	2022-12-31 15:06:00	2022-12-31 16:01:00	Atlanta (ATL)	Greenville-Spartanburg (GSP)	DL2732	318.85	1700.13	4080.36
14735	2022-12-31 12:45:00	2022-12-31 14:03:00	Daytona Beach (DAB)	Atlanta (ATL)	DL1640	522.31	3115.19	9973.03
14736	2022-12-30 23:55:00	2022-12-30 01:30:00	Daytona Beach (DAB)	Atlanta (ATL)	DL1640	733.04	1850.38	5016.33
14737	2022-12-30 21:44:00	2022-12-30 23:00:00	Atlanta (ATL)	Daytona Beach (DAB)	DL1640	318.85	3115.2	6592.72
14738	2022-12-30 18:05:00	2022-12-30 20:49:00	Windsor Locks (BDL)	Atlanta (ATL)	DL2560	325.71	1380.51	6155.55
14739	2022-12-30 15:00:00	2022-12-30 17:10:00	Atlanta (ATL)	Windsor Locks (BDL)	DL2560	512.51	1905.35	6116.44
14740	2022-12-30 11:45:00	2022-12-30 14:00:00	Des Moines (DSM)	Atlanta (ATL)	DL2340	384.37	2549.24	4345.74
14741	2022-12-30 02:57:00	2022-12-30 05:12:00	Atlanta (ATL)	Des Moines (DSM)	DL2704	336.59	833.06	7956.85
14742	2022-12-30 00:15:00	2022-12-30 01:46:00	Greensboro (GSO)	Atlanta (ATL)	DL2367	623.25	2374.8	9826.2
14743	2022-12-29 23:55:00	2022-12-29 01:24:00	Greensboro (GSO)	Atlanta (ATL)	DL2356	283.25	2999.36	4479.21
14744	2022-12-29 22:11:00	2022-12-29 23:20:00	Atlanta (ATL)	Greensboro (GSO)	DL2367	631.89	2374.79	3630.25
14745	2022-12-29 20:25:00	2022-12-29 21:44:00	Tallahassee (TLH)	Atlanta (ATL)	DL1723	267.04	1112.23	7372.7
14746	2022-12-29 18:30:00	2022-12-29 19:30:00	Atlanta (ATL)	Tallahassee (TLH)	DL1723	528.9	1281.39	9772.52
14747	2022-12-29 16:02:00	2022-12-29 17:35:00	St. Louis (STL)	Atlanta (ATL)	DL1310	613.17	3065.64	5517.71
14748	2022-12-29 13:25:00	2022-12-29 15:07:00	Atlanta (ATL)	St. Louis (STL)	DL1310	704.98	2498.23	3974.7
14749	2022-12-29 00:16:00	2022-12-29 02:46:00	New York (EWR)	Atlanta (ATL)	DL2611	655.37	1651.73	6905.79
14750	2022-12-28 21:09:00	2022-12-28 23:21:00	Atlanta (ATL)	New York (EWR)	DL2611	623.25	2588.41	6796.56
